date_time,OpenPrice,HighPrice,LowPrice,CLosePrice,Volume,ChgVolume,OpenInterest,ChgOI,Turnover,ChgTurnover,AskVolume1,BidVolume1,TradingTime
20180627 11:19,5602,5602,5602,5602,31490,31490.0,242580.0,242580.0,175714000.0,175714000.0,1354,843,2018-06-27 11:19:00
20180627 11:20,5602,5604,5602,5604,31512,22.0,242580.0,0.0,175837000.0,123000.0,855,2183,2018-06-27 11:20:00
20180627 11:21,5604,5604,5604,5604,31512,0.0,242580.0,0.0,175837000.0,0.0,1069,577,2018-06-27 11:21:00
20180627 11:22,5604,5604,5604,5604,31596,84.0,242578.0,-2.0,176306000.0,469000.0,606,1035,2018-06-27 11:22:00
20180627 11:23,5604,5604,5604,5604,31596,0.0,242578.0,0.0,176306000.0,0.0,141,165,2018-06-27 11:23:00
20180627 11:24,5604,5606,5604,5604,31604,8.0,242570.0,-8.0,176350000.0,44000.0,1274,796,2018-06-27 11:24:00
20180627 11:25,5604,5604,5604,5604,31604,0.0,242570.0,0.0,176350000.0,0.0,1242,910,2018-06-27 11:25:00
20180627 11:26,5604,5604,5604,5604,31606,2.0,242570.0,0.0,176361000.0,11000.0,390,455,2018-06-27 11:26:00
20180627 11:27,5604,5604,5604,5604,31624,18.0,242552.0,-18.0,176462000.0,101000.0,391,421,2018-06-27 11:27:00
20180627 11:28,5604,5604,5602,5602,31630,6.0,242552.0,0.0,176495000.0,33000.0,745,1115,2018-06-27 11:28:00
20180627 11:29,5602,5606,5602,5606,31692,62.0,242500.0,-52.0,176841000.0,346000.0,202,397,2018-06-27 11:29:00
20180627 13:30,5606,5608,5606,5608,31894,202.0,242498.0,-2.0,177969000.0,1128000.0,419,906,2018-06-27 13:30:00
20180627 13:31,5606,5608,5604,5604,32000,106.0,242520.0,22.0,178560000.0,591000.0,321,424,2018-06-27 13:31:00
20180627 13:32,5604,5606,5604,5604,32006,6.0,242516.0,-4.0,178593000.0,33000.0,101,168,2018-06-27 13:32:00
20180627 13:33,5604,5606,5604,5604,32038,32.0,242496.0,-20.0,178772000.0,179000.0,188,264,2018-06-27 13:33:00
20180627 13:34,5604,5606,5604,5606,32088,50.0,242472.0,-24.0,179051000.0,279000.0,504,237,2018-06-27 13:34:00
20180627 13:35,5606,5606,5606,5606,32270,182.0,242476.0,4.0,180067000.0,1016000.0,956,341,2018-06-27 13:35:00
20180627 13:36,5606,5608,5604,5604,32470,200.0,242418.0,-58.0,181248000.0,1181000.0,2893,1121,2018-06-27 13:36:00
20180627 13:37,5604,5606,5604,5604,32484,14.0,242406.0,-12.0,181326000.0,78000.0,263,324,2018-06-27 13:37:00
20180627 13:38,5606,5606,5604,5606,32536,52.0,242356.0,-50.0,181616000.0,290000.0,381,423,2018-06-27 13:38:00
20180627 13:39,5606,5608,5604,5606,32656,120.0,242460.0,104.0,182286000.0,670000.0,753,292,2018-06-27 13:39:00
20180627 13:40,5606,5606,5606,5606,32672,16.0,242446.0,-14.0,182375000.0,89000.0,162,223,2018-06-27 13:40:00
20180627 13:41,5606,5606,5602,5604,32726,54.0,242444.0,-2.0,182677000.0,302000.0,678,175,2018-06-27 13:41:00
20180627 13:42,5604,5604,5602,5604,32762,36.0,242476.0,32.0,182877000.0,200000.0,403,108,2018-06-27 13:42:00
20180627 13:43,5604,5604,5602,5604,32858,96.0,242470.0,-6.0,183413000.0,536000.0,334,107,2018-06-27 13:43:00
20180627 13:44,5604,5606,5602,5606,33060,202.0,242470.0,0.0,184541000.0,1128000.0,194,201,2018-06-27 13:44:00
20180627 13:45,5606,5606,5604,5604,33066,6.0,242466.0,-4.0,184574000.0,33000.0,244,85,2018-06-27 13:45:00
20180627 13:46,5604,5606,5604,5606,33072,6.0,242466.0,0.0,184608000.0,34000.0,1461,459,2018-06-27 13:46:00
20180627 13:47,5606,5606,5606,5606,33084,12.0,242462.0,-4.0,184675000.0,67000.0,194,120,2018-06-27 13:47:00
20180627 13:48,5606,5606,5602,5602,33296,212.0,242504.0,42.0,185858000.0,1183000.0,134,94,2018-06-27 13:48:00
20180627 13:49,5602,5604,5600,5602,34122,826.0,242790.0,286.0,190469000.0,4611000.0,421,753,2018-06-27 13:49:00
20180627 13:50,5602,5604,5602,5604,34138,16.0,242790.0,0.0,190558000.0,89000.0,872,1192,2018-06-27 13:50:00
20180627 13:51,5604,5604,5604,5604,34152,14.0,242788.0,-2.0,190636000.0,78000.0,432,405,2018-06-27 13:51:00
20180627 13:52,5604,5606,5604,5606,34156,4.0,242788.0,0.0,190659000.0,23000.0,166,200,2018-06-27 13:52:00
20180627 13:53,5606,5606,5602,5606,34172,16.0,242782.0,-6.0,190748000.0,89000.0,99,596,2018-06-27 13:53:00
20180627 13:54,5606,5606,5602,5604,34396,224.0,242814.0,32.0,191998000.0,1250000.0,915,599,2018-06-27 13:54:00
20180627 13:55,5604,5606,5604,5604,34502,106.0,242720.0,-94.0,192590000.0,592000.0,332,61,2018-06-27 13:55:00
20180627 13:56,5606,5606,5604,5604,34558,56.0,242712.0,-8.0,192903000.0,313000.0,194,745,2018-06-27 13:56:00
20180627 13:57,5604,5606,5604,5606,34560,2.0,242712.0,0.0,192914000.0,11000.0,236,62,2018-06-27 13:57:00
20180627 13:58,5606,5606,5604,5604,34566,6.0,242710.0,-2.0,192947000.0,33000.0,242,776,2018-06-27 13:58:00
20180627 13:59,5604,5606,5604,5606,34580,14.0,242718.0,8.0,193026000.0,79000.0,138,509,2018-06-27 13:59:00
20180627 14:00,5606,5606,5606,5606,34584,4.0,242714.0,-4.0,193048000.0,22000.0,588,1558,2018-06-27 14:00:00
20180627 14:01,5606,5606,5606,5606,34596,12.0,242708.0,-6.0,193115000.0,67000.0,175,347,2018-06-27 14:01:00
20180627 14:02,5606,5606,5604,5606,34616,20.0,242706.0,-2.0,193227000.0,112000.0,86,469,2018-06-27 14:02:00
20180627 14:03,5606,5606,5604,5606,34736,120.0,242614.0,-92.0,193896000.0,669000.0,130,243,2018-06-27 14:03:00
20180627 14:04,5606,5606,5602,5602,34762,26.0,242618.0,4.0,194041000.0,145000.0,261,113,2018-06-27 14:04:00
20180627 14:05,5602,5604,5602,5604,34780,18.0,242614.0,-4.0,194142000.0,101000.0,170,251,2018-06-27 14:05:00
20180627 14:06,5604,5604,5602,5604,34792,12.0,242608.0,-6.0,194209000.0,67000.0,58,169,2018-06-27 14:06:00
20180627 14:07,5604,5604,5602,5602,34796,4.0,242604.0,-4.0,194231000.0,22000.0,271,105,2018-06-27 14:07:00
20180627 14:08,5602,5604,5602,5602,34806,10.0,242594.0,-10.0,194287000.0,56000.0,963,176,2018-06-27 14:08:00
20180627 14:09,5602,5604,5600,5604,34840,34.0,242572.0,-22.0,194477000.0,190000.0,1018,2038,2018-06-27 14:09:00
20180627 14:10,5604,5604,5602,5604,34954,114.0,242552.0,-20.0,195113000.0,636000.0,444,415,2018-06-27 14:10:00
20180627 14:11,5604,5606,5604,5606,35130,176.0,242596.0,44.0,196096000.0,983000.0,766,1066,2018-06-27 14:11:00
20180627 14:12,5606,5606,5606,5606,35158,28.0,242622.0,26.0,196252000.0,156000.0,486,1834,2018-06-27 14:12:00
20180627 14:13,5606,5608,5606,5606,35318,160.0,242700.0,78.0,197145000.0,893000.0,1241,2794,2018-06-27 14:13:00
20180627 14:14,5606,5608,5606,5606,35332,14.0,242710.0,10.0,197223000.0,78000.0,400,1332,2018-06-27 14:14:00
20180627 14:15,5608,5608,5606,5608,35466,134.0,242632.0,-78.0,197971000.0,748000.0,333,1061,2018-06-27 14:15:00
20180627 14:16,5608,5610,5608,5610,35526,60.0,242662.0,30.0,198377000.0,406000.0,539,438,2018-06-27 14:16:00
