,每日PnL,净值,资金占用比例,杠杆倍数
2013-09-11,0.0,1.0,0.0,0.0
2013-09-12,0.0,1.0,0.0,0.0
2013-09-13,0.0,1.0,0.0,0.0
2013-09-16,0.0,1.0,0.0,0.0
2013-09-17,0.0,1.0,0.0,0.0
2013-09-18,0.0,1.0,0.0,0.0
2013-09-23,0.0,1.0,0.0,0.0
2013-09-24,0.0,1.0,0.0,0.0
2013-09-25,0.0,1.0,0.0,0.0
2013-09-26,0.0,1.0,0.0,0.0
2013-09-27,0.0,1.0,0.0,0.0
2013-09-30,0.0,1.0,0.0,0.0
2013-10-08,0.0,1.0,0.0,0.0
2013-10-09,0.0,1.0,0.0,0.0
2013-10-10,0.0,1.0,0.0,0.0
2013-10-11,0.0,1.0,0.0,0.0
2013-10-14,0.0,1.0,0.0,0.0
2013-10-15,0.0,1.0,0.0,0.0
2013-10-16,0.0,1.0,0.0,0.0
2013-10-17,0.0,1.0,0.0,0.0
2013-10-18,0.0,1.0,0.0,0.0
2013-10-21,0.0,1.0,0.0,0.0
2013-10-22,0.0,1.0,0.0,0.0
2013-10-23,0.0,1.0,0.0,0.0
2013-10-24,0.0,1.0,0.0,0.0
2013-10-25,0.0,1.0,0.0,0.0
2013-10-28,0.0,1.0,0.0,0.0
2013-10-29,0.0,1.0,0.0,0.0
2013-10-30,0.0,1.0,0.0,0.0
2013-10-31,0.0,1.0,0.0,0.0
2013-11-01,0.0,1.0,0.0,0.0
2013-11-04,0.0,1.0,0.0,0.0
2013-11-05,0.0,1.0,0.0,0.0
2013-11-06,0.0,1.0,0.0,0.0
2013-11-07,0.0,1.0,0.0,0.0
2013-11-08,0.0,1.0,0.0,0.0
2013-11-11,0.0,1.0,0.0,0.0
2013-11-12,0.0,1.0,0.0,0.0
2013-11-13,0.0,1.0,0.0,0.0
2013-11-14,0.0,1.0,0.0,0.0
2013-11-15,0.0,1.0,0.0,0.0
2013-11-18,0.0,1.0,0.0,0.0
2013-11-19,0.0,1.0,0.0,0.0
2013-11-20,0.0,1.0,0.0,0.0
2013-11-21,0.0,1.0,0.0,0.0
2013-11-22,0.0,1.0,0.0,0.0
2013-11-25,0.0,1.0,0.0,0.0
2013-11-26,0.0,1.0,0.0,0.0
2013-11-27,0.0,1.0,0.0,0.0
2013-11-28,0.0,1.0,0.0,0.0
2013-11-29,10500.0,1.0021,0.10297774673186309,1.03194
2013-12-02,-49559.99999999981,0.9921880000000001,0.10300749454740432,1.022028
2013-12-03,38219.99999999962,0.9998319999999999,0.10298450139623457,1.029672
2013-12-04,64259.99999999981,1.012684,0.10294662500839352,1.0425239999999998
2013-12-05,3360.000000000764,1.0133560000000001,0.10294467097446507,1.0431960000000002
2013-12-06,-35280.00000000038,1.0063,0.10296531849349101,1.03614
2013-12-09,-11759.999999999809,1.003948,0.10297226549582249,1.033788
2013-12-10,1259.999999999809,1.0042,0.10297151961760606,1.03404
2013-12-11,-86100.0,0.98698,0.10302336420190886,1.01682
2013-12-12,-17640.00000000019,0.983452,0.10303421010888178,1.013292
2013-12-13,3359.999999999809,0.9841239999999999,0.10303213822648365,1.0139639999999999
2013-12-16,-102059.99999999981,0.963712,0.10309636073847789,0.993552
2013-12-17,21420.000000000575,0.9679960000000001,0.0,0.0
2013-12-18,-27719.999999999618,0.9624520000000002,0.1033447901817441,0.9946439999999999
2013-12-19,55440.00000000019,0.9735400000000002,0.10133944162540828,0.98658
2013-12-20,101640.00000000019,0.9938680000000002,0.09722136138803139,0.966252
2013-12-23,-11340.000000000191,0.9916000000000001,0.09767244856797094,0.96852
2013-12-24,1259.999999999809,0.9918520000000002,0.09762222589660552,0.968268
2013-12-25,-28559.99999999981,0.9861400000000002,0.098766909363782,0.97398
2013-12-26,52500.0,0.9966400000000002,0.0966728206774763,0.96348
2013-12-27,-68880.00000000038,0.9828640000000001,0.09942942258542382,0.9772560000000002
2013-12-30,5460.000000000764,0.9839560000000003,0.09920809467089989,0.9761639999999998
2013-12-31,-43680.00000000038,0.9752200000000002,0.10099259654231864,0.9849
2014-01-02,27719.999999999618,0.9807640000000001,0.09985643845002468,0.9793560000000002
2014-01-03,61740.00000000019,0.9931120000000001,0.09737149485657205,0.967008
2014-01-06,129359.99999999981,1.0189840000000001,0.09236023333045465,0.9411360000000002
2014-01-07,5040.000000000191,1.0199920000000002,0.09217013466772286,0.940128
2014-01-08,-5879.999999999427,1.0188160000000002,0.09239195301212384,0.9413039999999998
2014-01-09,36959.99999999981,1.0262080000000002,0.09100611182138513,0.933912
2014-01-10,11759.999999999809,1.0285600000000001,0.09056933965932953,0.93156
2014-01-13,28559.99999999981,1.034272,0.08951687757185729,0.925848
2014-01-14,-27719.999999999618,1.0287280000000003,0.09053821807124914,0.931392
2014-01-15,12600.0,1.0312480000000002,0.09007261104991232,0.928872
2014-01-16,840.000000000191,1.0314160000000003,0.09004165147719248,0.9287039999999999
2014-01-17,17640.000000000193,1.0349440000000003,0.08924772741327062,0.9236639999999998
2014-01-20,30659.99999999981,1.0410760000000003,0.08813304696294984,0.917532
2014-01-21,-45780.00000000038,1.0319200000000002,0.08980231025660902,0.926688
2014-01-22,-101219.99999999962,1.0116760000000002,0.09360032263293779,0.946932
2014-01-23,21840.00000000019,1.0160440000000004,0.09276802973099586,0.9425639999999998
2014-01-24,-15960.000000000764,1.012852,0.09337553759088199,0.9457560000000002
2014-01-27,52080.00000000038,1.0232680000000003,0.09140713869680278,0.93534
2014-01-28,-7980.000000000382,1.0216720000000001,0.09170614443774519,0.9369360000000002
2014-01-29,-19319.999999999618,1.0178080000000003,0.0924339364595287,0.9408
2014-01-30,85680.00000000038,1.0349440000000003,0.08924772741327062,0.9236639999999998
2014-02-07,-32340.00000000019,1.0284760000000004,0.0904378906265192,0.930132
2014-02-10,-96180.00000000038,1.0092400000000001,0.09406761523522648,0.949368
2014-02-11,-3359.999999999811,1.0085680000000004,0.0,0.0
2014-02-12,0.0,1.0085680000000004,0.0,0.0
2014-02-13,0.0,1.0085680000000004,0.0,0.0
2014-02-14,0.0,1.0085680000000004,0.0,0.0
2014-02-17,17640.00000000019,1.0120960000000003,0.09566958075123305,0.968268
2014-02-18,-60480.00000000038,1.0000000000000002,0.09596999999999999,0.9597
2014-02-19,49980.00000000038,1.0099960000000003,0.0960098851876641,0.9696960000000002
2014-02-20,-54600.0,0.9990760000000003,0.09596627283610054,0.9587760000000002
2014-02-21,-34860.000000000764,0.9921040000000001,0.09593792586261114,0.9518039999999998
2014-02-24,-126000.0,0.9669040000000001,0.09583205778443359,0.9266039999999998
2014-02-25,18480.000000000393,0.9706000000000002,0.0,0.0
2014-02-26,0.0,0.9706000000000002,0.0,0.0
2014-02-27,0.0,0.9706000000000002,0.0,0.0
2014-02-28,0.0,0.9706000000000002,0.0,0.0
2014-03-03,0.0,0.9706000000000002,0.0,0.0
2014-03-04,0.0,0.9706000000000002,0.0,0.0
2014-03-05,0.0,0.9706000000000002,0.0,0.0
2014-03-06,0.0,0.9706000000000002,0.0,0.0
2014-03-07,0.0,0.9706000000000002,0.0,0.0
2014-03-10,0.0,0.9706000000000002,0.0,0.0
2014-03-11,0.0,0.9706000000000002,0.0,0.0
2014-03-12,0.0,0.9706000000000002,0.0,0.0
2014-03-13,0.0,0.9706000000000002,0.0,0.0
2014-03-14,0.0,0.9706000000000002,0.0,0.0
2014-03-17,0.0,0.9706000000000002,0.0,0.0
2014-03-18,0.0,0.9706000000000002,0.0,0.0
2014-03-19,0.0,0.9706000000000002,0.0,0.0
2014-03-20,0.0,0.9706000000000002,0.0,0.0
2014-03-21,0.0,0.9706000000000002,0.0,0.0
2014-03-24,0.0,0.9706000000000002,0.0,0.0
2014-03-25,0.0,0.9706000000000002,0.0,0.0
2014-03-26,0.0,0.9706000000000002,0.0,0.0
2014-03-27,0.0,0.9706000000000002,0.0,0.0
2014-03-28,0.0,0.9706000000000002,0.0,0.0
2014-03-31,0.0,0.9706000000000002,0.0,0.0
2014-04-01,0.0,0.9706000000000002,0.0,0.0
2014-04-02,0.0,0.9706000000000002,0.0,0.0
2014-04-03,0.0,0.9706000000000002,0.0,0.0
2014-04-04,0.0,0.9706000000000002,0.0,0.0
2014-04-08,161759.99999999913,1.002952,0.1075481179557945,1.078656
2014-04-09,-26400.0,0.997672,0.10758806501535575,1.073376
2014-04-10,117120.00000000044,1.0210960000000002,0.1074139943746719,1.0968
2014-04-11,-31200.0,1.0148560000000002,0.10745958047250051,1.09056
2014-04-14,960.0000000002183,1.0150480000000002,0.10745816946587745,1.090752
2014-04-15,-85439.99999999978,0.9979600000000002,0.10758587518537815,1.073664
2014-04-16,-9120.000000000437,0.9961360000000001,0.1075997654938683,1.07184
2014-04-17,-9600.0,0.9942160000000001,0.10761444193213546,1.06992
2014-04-18,16320.000000000437,0.9974800000000003,0.10710831294863053,1.068384
2014-04-21,-110400.0,0.9754000000000002,0.1072692228829198,1.046304
2014-04-22,21119.999999999345,0.979624,0.10723787902297208,1.050528
2014-04-23,-8639.999999999782,0.9778960000000001,0.10725066878277442,1.0488
2014-04-24,-4320.000000000437,0.977032,0.1072570806278607,1.047936
2014-04-25,-25919.999999999345,0.9718480000000002,0.1072957911113672,1.042752
2014-04-28,-33120.00000000044,0.9652240000000001,0.0,0.0
2014-04-29,0.0,0.9652240000000001,0.0,0.0
2014-04-30,0.0,0.9652240000000001,0.0,0.0
2014-05-05,0.0,0.9652240000000001,0.0,0.0
2014-05-06,0.0,0.9652240000000001,0.0,0.0
2014-05-07,14400.0,0.9681040000000001,0.10590597704378868,1.02528
2014-05-08,-3360.0000000002183,0.9674320000000001,0.1060490039610019,1.025952
2014-05-09,-1439.9999999997817,0.9671440000000001,0.10611036205570215,1.02624
2014-05-12,-97920.00000000044,0.94756,0.11037021402338638,1.045824
2014-05-13,29280.000000000655,0.9534160000000002,0.10907809392751955,1.039968
2014-05-14,2399.9999999989086,0.9538959999999999,0.10847975041304293,1.034784
2014-05-15,46080.000000000655,0.9631120000000001,0.10648481173529142,1.025568
2014-05-16,14879.999999999563,0.966088,0.1058487425576138,1.022592
2014-05-19,73920.00000000044,0.9808720000000001,0.10274612793514343,1.007808
2014-05-20,479.99999999956344,0.980968,0.10272628668825079,1.007712
2014-05-21,-47519.999999999345,0.9714640000000001,0.10470959294425733,1.017216
2014-05-22,12000.0,0.9738640000000001,0.10420510461419664,1.014816
2014-05-23,-69600.0,0.9599440000000001,0.10716625136466294,1.028736
2014-05-26,-12000.0,0.9575440000000001,0.10768549539237883,1.031136
2014-05-27,14400.0,0.960424,0.10706271396799746,1.028256
2014-05-28,-75840.00000000087,0.9452559999999999,0.1103853347664548,1.043424
2014-05-29,-3839.9999999997817,0.944488,0.0,0.0
2014-05-30,0.0,0.944488,0.0,0.0
2014-06-03,0.0,0.944488,0.0,0.0
2014-06-04,0.0,0.944488,0.0,0.0
2014-06-05,0.0,0.944488,0.0,0.0
2014-06-06,0.0,0.944488,0.0,0.0
2014-06-09,0.0,0.944488,0.0,0.0
2014-06-10,0.0,0.944488,0.0,0.0
2014-06-11,0.0,0.944488,0.0,0.0
2014-06-12,0.0,0.944488,0.0,0.0
2014-06-13,0.0,0.944488,0.0,0.0
2014-06-16,13439.999999999782,0.9471759999999999,0.11081024012432747,1.049568
2014-06-17,-32639.99999999978,0.9406479999999999,0.11088526207465492,1.04304
2014-06-18,-16800.0,0.9372879999999999,0.11059652956188493,1.036608
2014-06-19,-69600.0,0.923368,0.1107562748546625,1.022688
2014-06-20,1439.9999999997817,0.9236559999999999,0.0,0.0
2014-06-23,0.0,0.9236559999999999,0.0,0.0
2014-06-24,0.0,0.9236559999999999,0.0,0.0
2014-06-25,0.0,0.9236559999999999,0.0,0.0
2014-06-26,0.0,0.9236559999999999,0.0,0.0
2014-06-27,0.0,0.9236559999999999,0.0,0.0
2014-06-30,0.0,0.9236559999999999,0.0,0.0
2014-07-01,0.0,0.9236559999999999,0.0,0.0
2014-07-02,0.0,0.9236559999999999,0.0,0.0
2014-07-03,0.0,0.9236559999999999,0.0,0.0
2014-07-04,0.0,0.9236559999999999,0.0,0.0
2014-07-07,0.0,0.9236559999999999,0.0,0.0
2014-07-08,0.0,0.9236559999999999,0.0,0.0
2014-07-09,0.0,0.9236559999999999,0.0,0.0
2014-07-10,0.0,0.9236559999999999,0.0,0.0
2014-07-11,0.0,0.9236559999999999,0.0,0.0
2014-07-14,0.0,0.9236559999999999,0.0,0.0
2014-07-15,0.0,0.9236559999999999,0.0,0.0
2014-07-16,0.0,0.9236559999999999,0.0,0.0
2014-07-17,0.0,0.9236559999999999,0.0,0.0
2014-07-18,0.0,0.9236559999999999,0.0,0.0
2014-07-21,0.0,0.9236559999999999,0.0,0.0
2014-07-22,0.0,0.9236559999999999,0.0,0.0
2014-07-23,5279.999999999563,0.9247119999999998,0.1137097820726886,1.051488
2014-07-24,119520.00000000044,0.9486159999999999,0.11336431179739749,1.075392
2014-07-25,82079.99999999956,0.9650319999999998,0.11313697369620906,1.091808
2014-07-28,148320.00000000044,0.9946959999999999,0.11274520054368371,1.121472
2014-07-29,-2400.0,0.9942159999999999,0.11275135383055596,1.120992
2014-07-30,-15839.999999999782,0.9910479999999999,0.11279211501360176,1.117824
2014-07-31,100800.0,1.0112079999999999,0.11253708435850983,1.137984
2014-08-01,-67680.00000000065,0.9976719999999998,0.11270718232044201,1.124448
2014-08-04,105120.00000000044,1.0186959999999998,0.11244492959626819,1.145472
2014-08-05,-44160.00000000022,1.0098639999999999,0.11255376961650283,1.13664
2014-08-06,-14400.0,1.0069839999999999,0.11258967371874828,1.13376
2014-08-07,-66239.99999999978,0.993736,0.11275751306181926,1.120512
2014-08-08,10079.999999999563,0.9957519999999999,0.11273168419445807,1.122528
2014-08-11,51360.00000000022,1.0060239999999998,0.11260168743489223,1.1328
2014-08-12,13920.000000000437,1.008808,0.11256691065098612,1.135584
2014-08-13,-12000.0,1.006408,0.11295935644390744,1.136832
2014-08-14,-55680.000000000655,0.9952719999999998,0.11310435740179571,1.125696
2014-08-15,78720.00000000044,1.011016,0.11290029040094324,1.14144
2014-08-18,-4320.000000000437,1.0101519999999997,0.11291132423635257,1.140576
2014-08-19,-4319.999999999345,1.009288,0.1129223769627698,1.139712
2014-08-20,-24000.0,1.004488,0.11298412723696052,1.134912
2014-08-21,-23039.99999999978,0.99988,0.1130439652758331,1.130304
2014-08-22,41759.99999999913,1.0082319999999998,0.11293591157590716,1.138656
2014-08-25,-58079.99999999956,0.996616,0.11308668534320142,1.12704
2014-08-26,-24960.00000000022,0.9916239999999998,0.11315256589191067,1.122048
2014-08-27,-3839.9999999997817,0.9908559999999998,0.11316276028000034,1.12128
2014-08-28,-12960.000000000218,0.9882639999999998,0.11319728331700843,1.118688
2014-08-29,50400.0,0.9983439999999999,0.11306403404037088,1.128768
2014-09-01,-4800.0,0.9973839999999998,0.11307660840759429,1.127808
2014-09-02,95520.00000000044,1.0164879999999998,0.11283084502719166,1.146912
2014-09-03,53279.99999999956,1.0271439999999998,0.11269773274243924,1.157568
2014-09-04,81600.0,1.043464,0.11249913748821236,1.173888
2014-09-05,59039.99999999978,1.0552719999999998,0.11235927798709719,1.185696
2014-09-09,-30239.99999999978,1.049224,0.1124305200796017,1.179648
2014-09-10,-38879.99999999956,1.041448,0.11252333289804195,1.171872
2014-09-11,-56160.00000000022,1.0302159999999998,0.11265986938661407,1.16064
2014-09-12,50879.99999999956,1.0403919999999998,0.11253604410645221,1.170816
2014-09-15,-14879.999999999563,1.037416,0.11257200582986959,1.16784
2014-09-16,-93120.00000000044,1.018792,0.1128018280473345,1.149216
2014-09-17,18720.000000000437,1.022536,0.11275495434879554,1.15296
2014-09-18,16800.0,1.025896,0.11294712134563348,1.15872
2014-09-19,65760.00000000022,1.039048,0.11278324004280842,1.171872
2014-09-22,-125280.00000000065,1.0139919999999998,0.11309911715279806,1.146816
2014-09-23,35040.00000000087,1.021,0.11300920666013713,1.153824
2014-09-24,155039.99999999977,1.052008,0.11262575949992776,1.184832
2014-09-25,-33120.00000000044,1.0453839999999999,0.11270576171052936,1.178208
2014-09-26,-9119.999999999345,1.04356,0.11272796964237801,1.176384
2014-09-29,10559.999999999127,1.0456719999999997,0.11270226227727244,1.178496
2014-09-30,-4800.0,1.0447119999999999,0.11271393455804089,1.177536
2014-10-08,72960.00000000022,1.0593039999999998,0.11253879906051523,1.192128
2014-10-09,-20639.99999999978,1.055176,0.11258785264259233,1.188
2014-10-10,-12479.999999999563,1.05268,0.11261769958581905,1.185504
2014-10-13,-36960.00000000022,1.045288,0.11270692861680226,1.178112
2014-10-14,-37920.00000000044,1.037704,0.11279979647375361,1.170528
2014-10-15,39360.00000000022,1.0455759999999998,0.11270342854082344,1.1784
2014-10-16,-20160.00000000022,1.0415439999999998,0.11275260574685277,1.174368
2014-10-17,-17279.999999999563,1.038088,0.11302625596288561,1.173312
2014-10-20,22560.00000000022,1.0426,0.11296988298484557,1.177824
2014-10-21,-34560.00000000022,1.035688,0.1130564417083137,1.170912
2014-10-22,8160.000000000218,1.03732,0.0,0.0
2014-10-23,0.0,1.03732,0.0,0.0
2014-10-24,0.0,1.03732,0.0,0.0
2014-10-27,21000.0,1.04152,0.09601543897380752,1.00002
2014-10-28,-94080.00000000038,1.0227039999999998,0.09962178694910749,1.0188360000000003
2014-10-29,-66779.99999999943,1.0093480000000001,0.10226324320254263,1.032192
2014-10-30,-5040.000000000189,1.00834,0.0,0.0
2014-10-31,0.0,1.00834,0.0,0.0
2014-11-03,-28560.000000000764,1.0026279999999999,0.10519395029861524,1.0547039999999999
2014-11-04,-419.999999999618,1.0025439999999999,0.1051943854833304,1.05462
2014-11-05,8819.999999999618,1.0043079999999998,0.10518526189177026,1.0563839999999998
2014-11-06,4200.0,1.005148,0.10518092857967185,1.0572239999999997
2014-11-07,-43679.999999999425,0.996412,0.10522635215151965,1.048488
2014-11-10,143640.0000000002,1.02514,0.10507989152701097,1.0772160000000002
2014-11-11,-32340.00000000019,1.018672,0.10511214600970675,1.070748
2014-11-12,73079.99999999943,1.0332879999999998,0.10503983400562089,1.0853639999999998
2014-11-13,-28139.999999999236,1.02766,0.10506743475468543,1.0797360000000003
2014-11-14,15539.999999999236,1.030768,0.10505215528615557,1.082844
2014-11-17,-23519.999999999618,1.0260639999999999,0.10507531693929424,1.07814
2014-11-18,-41580.00000000038,1.0177479999999999,0.10524059000852863,1.0710839999999997
2014-11-19,-18479.999999999425,1.014052,0.10525969082453365,1.067388
2014-11-20,24779.999999999425,1.019008,0.10523411003642757,1.0723439999999997
2014-11-21,104160.00000000076,1.0398399999999999,0.10512925065394678,1.0931760000000001
2014-11-24,150359.9999999998,1.069912,0.1049850828853214,1.123248
2014-11-25,105000.0,1.0909119999999999,0.1048891202956792,1.144248
2014-11-26,44519.99999999962,1.099816,0.10484953846825289,1.153152
2014-11-27,19320.000000000575,1.10368,0.10483256016236592,1.1570160000000003
2014-11-28,149519.99999999962,1.133584,0.10470507699473529,1.18692
2014-12-01,-35280.00000000038,1.126528,0.10473454721054426,1.1798639999999998
2014-12-02,266280.0000000004,1.179784,0.10452082754131264,1.23312
2014-12-03,126419.99999999962,1.2050679999999998,0.10442597430186513,1.2584039999999999
2014-12-04,419160.00000000076,1.2889,0.10413810225773917,1.3422360000000002
2014-12-05,-26880.000000000382,1.2835239999999999,0.10415543456920166,1.33686
2014-12-08,302819.9999999996,1.3440879999999997,0.10396819255882057,1.3974239999999998
2014-12-09,-386819.9999999996,1.266724,0.1042105462594851,1.32006
2014-12-10,181859.9999999998,1.303096,0.10409302154254176,1.356432
2014-12-11,-45779.999999999425,1.29394,0.1041219840178061,1.3472760000000001
2014-12-12,16800.0,1.2973,0.10411130810144148,1.3506360000000002
2014-12-15,59219.99999999962,1.3091439999999999,0.10407411254987992,1.36248
2014-12-16,165480.00000000038,1.3422399999999999,0.10397365597806653,1.3955760000000001
2014-12-17,207479.9999999994,1.3837359999999999,0.10564529650164484,1.461852
2014-12-18,21000.0,1.3879359999999998,0.10562821340465268,1.466052
2014-12-19,26040.00000000019,1.393144,0.10560717341495209,1.47126
2014-12-22,-217559.9999999998,1.349632,0.10578794812215478,1.427748
