,每日PnL,净值,资金占用比例,杠杆倍数,换手率
2012-04-24,0.0,1.0,0.0,0.0,0.0
2012-04-25,0.0,1.0,0.0,0.0,0.0
2012-04-26,0.0,1.0,0.0,0.0,0.0
2012-04-27,0.0,1.0,0.0,0.0,0.0
2012-05-02,0.0,1.0,0.0,0.0,0.0
2012-05-03,0.0,1.0,0.0,0.0,0.0
2012-05-04,0.0,1.0,0.0,0.0,0.0
2012-05-07,0.0,1.0,0.0,0.0,0.0
2012-05-08,0.0,1.0,0.0,0.0,0.0
2012-05-09,0.0,1.0,0.0,0.0,0.0
2012-05-10,0.0,1.0,0.0,0.0,0.0
2012-05-11,0.0,1.0,0.0,0.0,0.0
2012-05-14,0.0,1.0,0.0,0.0,0.0
2012-05-15,0.0,1.0,0.0,0.0,0.0
2012-05-16,0.0,1.0,0.0,0.0,0.0
2012-05-17,0.0,1.0,0.0,0.0,0.0
2012-05-18,0.0,1.0,0.0,0.0,0.0
2012-05-21,0.0,1.0,0.0,0.0,0.0
2012-05-22,0.0,1.0,0.0,0.0,0.0
2012-05-23,0.0,1.0,0.0,0.0,0.0
2012-05-24,0.0,1.0,0.0,0.0,0.0
2012-05-25,0.0,1.0,0.0,0.0,0.0
2012-05-28,0.0,1.0,0.0,0.0,0.0
2012-05-29,0.0,1.0,0.0,0.0,0.0
2012-05-30,0.0,1.0,0.0,0.0,0.0
2012-05-31,0.0,1.0,0.0,0.0,0.0
2012-06-01,0.0,1.0,0.0,0.0,0.0
2012-06-04,0.0,1.0,0.0,0.0,0.0
2012-06-05,0.0,1.0,0.0,0.0,0.0
2012-06-06,0.0,1.0,0.0,0.0,0.0
2012-06-07,0.0,1.0,0.0,0.0,0.0
2012-06-08,0.0,1.0,0.0,0.0,0.0
2012-06-11,0.0,1.0,0.0,0.0,0.0
2012-06-12,0.0,1.0,0.0,0.0,0.0
2012-06-13,0.0,1.0,0.0,0.0,0.0
2012-06-14,0.0,1.0,0.0,0.0,0.0
2012-06-15,0.0,1.0,0.0,0.0,0.0
2012-06-18,0.0,1.0,0.0,0.0,0.0
2012-06-19,0.0,1.0,0.0,0.0,0.0
2012-06-20,0.0,1.0,0.0,0.0,0.0
2012-06-21,0.0,1.0,0.0,0.0,0.0
2012-06-25,0.0,1.0,0.0,0.0,0.0
2012-06-26,0.0,1.0,0.0,0.0,0.0
2012-06-27,0.0,1.0,0.0,0.0,0.0
2012-06-28,0.0,1.0,0.0,0.0,0.0
2012-06-29,0.0,1.0,0.0,0.0,0.0
2012-07-02,0.0,1.0,0.0,0.0,0.0
2012-07-03,0.0,1.0,0.0,0.0,0.0
2012-07-04,0.0,1.0,0.0,0.0,0.0
2012-07-05,0.0,1.0,0.0,0.0,0.0
2012-07-06,0.0,1.0,0.0,0.0,0.0
2012-07-09,0.0,1.0,0.0,0.0,0.0
2012-07-10,0.0,1.0,0.0,0.0,0.0
2012-07-11,0.0,1.0,0.0,0.0,0.0
2012-07-12,0.0,1.0,0.0,0.0,0.0
2012-07-13,0.0,1.0,0.0,0.0,0.0
2012-07-16,0.0,1.0,0.0,0.0,0.0
2012-07-17,0.0,1.0,0.0,0.0,0.0
2012-07-18,0.0,1.0,0.0,0.0,0.0
2012-07-19,0.0,1.0,0.0,0.0,0.0
2012-07-20,0.0,1.0,0.0,0.0,0.0
2012-07-23,0.0,1.0,0.0,0.0,0.0
2012-07-24,0.0,1.0,0.0,0.0,0.0
2012-07-25,0.0,1.0,0.0,0.0,0.0
2012-07-26,0.0,1.0,0.0,0.0,0.0
2012-07-27,0.0,1.0,0.0,0.0,0.0
2012-07-30,0.0,1.0,0.0,0.0,0.0
2012-07-31,0.0,1.0,0.0,0.0,0.0
2012-08-01,0.0,1.0,0.0,0.0,0.0
2012-08-02,0.0,1.0,0.0,0.0,0.0
2012-08-03,0.0,1.0,0.0,0.0,0.0
2012-08-06,0.0,1.0,0.0,0.0,0.0
2012-08-07,0.0,1.0,0.0,0.0,0.0
2012-08-08,0.0,1.0,0.0,0.0,0.0
2012-08-09,0.0,1.0,0.0,0.0,0.0
2012-08-10,0.0,1.0,0.0,0.0,0.0
2012-08-13,0.0,1.0,0.0,0.0,0.0
2012-08-14,0.0,1.0,0.0,0.0,0.0
2012-08-15,0.0,1.0,0.0,0.0,0.0
2012-08-16,0.0,1.0,0.0,0.0,0.0
2012-08-17,0.0,1.0,0.0,0.0,0.0
2012-08-20,0.0,1.0,0.0,0.0,0.0
2012-08-21,0.0,1.0,0.0,0.0,0.0
2012-08-22,0.0,1.0,0.0,0.0,0.0
2012-08-23,0.0,1.0,0.0,0.0,0.0
2012-08-24,0.0,1.0,0.0,0.0,0.0
2012-08-27,0.0,1.0,0.0,0.0,0.0
2012-08-28,0.0,1.0,0.0,0.0,0.0
2012-08-29,0.0,1.0,0.0,0.0,0.0
2012-08-30,0.0,1.0,0.0,0.0,0.0
2012-08-31,0.0,1.0,0.0,0.0,0.0
2012-09-03,0.0,1.0,0.0,0.0,0.0
2012-09-04,0.0,1.0,0.0,0.0,0.0
2012-09-05,0.0,1.0,0.0,0.0,0.0
2012-09-06,0.0,1.0,0.0,0.0,0.0
2012-09-07,0.0,1.0,0.0,0.0,0.0
2012-09-10,0.0,1.0,0.0,0.0,0.0
2012-09-11,0.0,1.0,0.0,0.0,0.0
2012-09-12,0.0,1.0,0.0,0.0,0.0
2012-09-13,0.0,1.0,0.0,0.0,0.0
2012-09-14,0.0,1.0,0.0,0.0,0.0
2012-09-17,0.0,1.0,0.0,0.0,0.0
2012-09-18,0.0,1.0,0.0,0.0,0.0
2012-09-19,0.0,1.0,0.0,0.0,0.0
2012-09-20,0.0,1.0,0.0,0.0,0.0
2012-09-21,0.0,1.0,0.0,0.0,0.0
2012-09-24,0.0,1.0,0.0,0.0,0.0
2012-09-25,0.0,1.0,0.0,0.0,0.0
2012-09-26,0.0,1.0,0.0,0.0,0.0
2012-09-27,0.0,1.0,0.0,0.0,0.0
2012-09-28,0.0,1.0,0.0,0.0,0.0
2012-10-08,0.0,1.0,0.0,0.0,0.0
2012-10-09,0.0,1.0,0.0,0.0,0.0
2012-10-10,0.0,1.0,0.0,0.0,0.0
2012-10-11,0.0,1.0,0.0,0.0,0.0
2012-10-12,0.0,1.0,0.0,0.0,0.0
2012-10-15,0.0,1.0,0.0,0.0,0.0
2012-10-16,0.0,1.0,0.0,0.0,0.0
2012-10-17,0.0,1.0,0.0,0.0,0.0
2012-10-18,0.0,1.0,0.0,0.0,0.0
2012-10-19,0.0,1.0,0.0,0.0,0.0
2012-10-22,0.0,1.0,0.0,0.0,0.0
2012-10-23,0.0,1.0,0.0,0.0,0.0
2012-10-24,0.0,1.0,0.0,0.0,0.0
2012-10-25,0.0,1.0,0.0,0.0,0.0
2012-10-26,0.0,1.0,0.0,0.0,0.0
2012-10-29,0.0,1.0,0.0,0.0,0.0
2012-10-30,0.0,1.0,0.0,0.0,0.0
2012-10-31,0.0,1.0,0.0,0.0,0.0
2012-11-01,0.0,1.0,0.0,0.0,0.0
2012-11-02,0.0,1.0,0.0,0.0,0.0
2012-11-05,0.0,1.0,0.0,0.0,0.0
2012-11-06,0.0,1.0,0.0,0.0,0.0
2012-11-07,0.0,1.0,0.0,0.0,0.0
2012-11-08,0.0,1.0,0.0,0.0,0.0
2012-11-09,0.0,1.0,0.0,0.0,0.0
2012-11-12,0.0,1.0,0.0,0.0,0.0
2012-11-13,0.0,1.0,0.0,0.0,0.0
2012-11-14,0.0,1.0,0.0,0.0,0.0
2012-11-15,0.0,1.0,0.0,0.0,0.0
2012-11-16,0.0,1.0,0.0,0.0,0.0
2012-11-19,0.0,1.0,0.0,0.0,0.0
2012-11-20,0.0,1.0,0.0,0.0,0.0
2012-11-21,0.0,1.0,0.0,0.0,0.0
2012-11-22,0.0,1.0,0.0,0.0,0.0
2012-11-23,0.0,1.0,0.0,0.0,0.0
2012-11-26,0.0,1.0,0.0,0.0,0.0
2012-11-27,0.0,1.0,0.0,0.0,0.0
2012-11-28,0.0,1.0,0.0,0.0,0.0
2012-11-29,0.0,1.0,0.0,0.0,0.0
2012-11-30,0.0,1.0,0.0,0.0,0.0
2012-12-03,0.0,1.0,0.0,0.0,0.0
2012-12-04,0.0,1.0,0.0,0.0,0.0
2012-12-05,0.0,1.0,0.0,0.0,0.0
2012-12-06,0.0,1.0,0.0,0.0,0.0
2012-12-07,0.0,1.0,0.0,0.0,0.0
2012-12-10,0.0,1.0,0.0,0.0,0.0
2012-12-11,0.0,1.0,0.0,0.0,0.0
2012-12-12,0.0,1.0,0.0,0.0,0.0
2012-12-13,0.0,1.0,0.0,0.0,0.0
2012-12-14,0.0,1.0,0.0,0.0,0.0
2012-12-17,0.0,1.0,0.0,0.0,0.0
2012-12-18,0.0,1.0,0.0,0.0,0.0
2012-12-19,0.0,1.0,0.0,0.0,0.0
2012-12-20,0.0,1.0,0.0,0.0,0.0
2012-12-21,0.0,1.0,0.0,0.0,0.0
2012-12-24,0.0,1.0,0.0,0.0,0.0
2012-12-25,0.0,1.0,0.0,0.0,0.0
2012-12-26,0.0,1.0,0.0,0.0,0.0
2012-12-27,0.0,1.0,0.0,0.0,0.0
2012-12-28,0.0,1.0,0.0,0.0,0.0
2012-12-31,0.0,1.0,0.0,0.0,0.0
2013-01-04,0.0,1.0,0.0,0.0,0.0
2013-01-07,0.0,1.0,0.0,0.0,0.0
2013-01-08,0.0,1.0,0.0,0.0,0.0
2013-01-09,0.0,1.0,0.0,0.0,0.0
2013-01-10,0.0,1.0,0.0,0.0,0.0
2013-01-11,0.0,1.0,0.0,0.0,0.0
2013-01-14,0.0,1.0,0.0,0.0,0.0
2013-01-15,0.0,1.0,0.0,0.0,0.0
2013-01-16,0.0,1.0,0.0,0.0,0.0
2013-01-17,0.0,1.0,0.0,0.0,0.0
2013-01-18,0.0,1.0,0.0,0.0,0.0
2013-01-21,0.0,1.0,0.0,0.0,0.0
2013-01-22,0.0,1.0,0.0,0.0,0.0
2013-01-23,0.0,1.0,0.0,0.0,0.0
2013-01-24,0.0,1.0,0.0,0.0,0.0
2013-01-25,0.0,1.0,0.0,0.0,0.0
2013-01-28,0.0,1.0,0.0,0.0,0.0
2013-01-29,0.0,1.0,0.0,0.0,0.0
2013-01-30,0.0,1.0,0.0,0.0,0.0
2013-01-31,0.0,1.0,0.0,0.0,0.0
2013-02-01,0.0,1.0,0.0,0.0,0.0
2013-02-04,0.0,1.0,0.0,0.0,0.0
2013-02-05,0.0,1.0,0.0,0.0,0.0
2013-02-06,0.0,1.0,0.0,0.0,0.0
2013-02-07,0.0,1.0,0.0,0.0,0.0
2013-02-08,0.0,1.0,0.0,0.0,0.0
2013-02-18,0.0,1.0,0.0,0.0,0.0
2013-02-19,0.0,1.0,0.0,0.0,0.0
2013-02-20,0.0,1.0,0.0,0.0,0.0
2013-02-21,0.0,1.0,0.0,0.0,0.0
2013-02-22,0.0,1.0,0.0,0.0,0.0
2013-02-25,0.0,1.0,0.0,0.0,0.0
2013-02-26,0.0,1.0,0.0,0.0,0.0
2013-02-27,0.0,1.0,0.0,0.0,0.0
2013-02-28,0.0,1.0,0.0,0.0,0.0
2013-03-01,0.0,1.0,0.0,0.0,0.0
2013-03-04,0.0,1.0,0.0,0.0,0.0
2013-03-05,0.0,1.0,0.0,0.0,0.0
2013-03-06,0.0,1.0,0.0,0.0,0.0
2013-03-07,0.0,1.0,0.0,0.0,0.0
2013-03-08,0.0,1.0,0.0,0.0,0.0
2013-03-11,0.0,1.0,0.0,0.0,0.0
2013-03-12,0.0,1.0,0.0,0.0,0.0
2013-03-13,0.0,1.0,0.0,0.0,0.0
2013-03-14,0.0,1.0,0.0,0.0,0.0
2013-03-15,0.0,1.0,0.0,0.0,0.0
2013-03-18,0.0,1.0,0.0,0.0,0.0
2013-03-19,0.0,1.0,0.0,0.0,0.0
2013-03-20,0.0,1.0,0.0,0.0,0.0
2013-03-21,0.0,1.0,0.0,0.0,0.0
2013-03-22,0.0,1.0,0.0,0.0,0.0
2013-03-25,0.0,1.0,0.0,0.0,0.0
2013-03-26,0.0,1.0,0.0,0.0,0.0
2013-03-27,0.0,1.0,0.0,0.0,0.0
2013-03-28,0.0,1.0,0.0,0.0,0.0
2013-03-29,0.0,1.0,0.0,0.0,0.0
2013-04-01,0.0,1.0,0.0,0.0,0.0
2013-04-02,0.0,1.0,0.0,0.0,0.0
2013-04-03,0.0,1.0,0.0,0.0,0.0
2013-04-08,0.0,1.0,0.0,0.0,0.0
2013-04-09,0.0,1.0,0.0,0.0,0.0
2013-04-10,0.0,1.0,0.0,0.0,0.0
2013-04-11,0.0,1.0,0.0,0.0,0.0
2013-04-12,0.0,1.0,0.0,0.0,0.0
2013-04-15,0.0,1.0,0.0,0.0,0.0
2013-04-16,0.0,1.0,0.0,0.0,0.0
2013-04-17,0.0,1.0,0.0,0.0,0.0
2013-04-18,0.0,1.0,0.0,0.0,0.0
2013-04-19,0.0,1.0,0.0,0.0,0.0
2013-04-22,0.0,1.0,0.0,0.0,0.0
2013-04-23,0.0,1.0,0.0,0.0,0.0
2013-04-24,0.0,1.0,0.0,0.0,0.0
2013-04-25,0.0,1.0,0.0,0.0,0.0
2013-04-26,0.0,1.0,0.0,0.0,0.0
2013-05-02,0.0,1.0,0.0,0.0,0.0
2013-05-03,0.0,1.0,0.0,0.0,0.0
2013-05-06,0.0,1.0,0.0,0.0,0.0
2013-05-07,0.0,1.0,0.0,0.0,0.0
2013-05-08,0.0,1.0,0.0,0.0,0.0
2013-05-09,0.0,1.0,0.0,0.0,0.0
2013-05-10,0.0,1.0,0.0,0.0,0.0
2013-05-13,0.0,1.0,0.0,0.0,0.0
2013-05-14,0.0,1.0,0.0,0.0,0.0
2013-05-15,0.0,1.0,0.0,0.0,0.0
2013-05-16,0.0,1.0,0.0,0.0,0.0
2013-05-17,0.0,1.0,0.0,0.0,0.0
2013-05-20,0.0,1.0,0.0,0.0,0.0
2013-05-21,0.0,1.0,0.0,0.0,0.0
2013-05-22,0.0,1.0,0.0,0.0,0.0
2013-05-23,0.0,1.0,0.0,0.0,0.0
2013-05-24,0.0,1.0,0.0,0.0,0.0
2013-05-27,0.0,1.0,0.0,0.0,0.0
2013-05-28,0.0,1.0,0.0,0.0,0.0
2013-05-29,0.0,1.0,0.0,0.0,0.0
2013-05-30,0.0,1.0,0.0,0.0,0.0
2013-05-31,0.0,1.0,0.0,0.0,0.0
2013-06-03,0.0,1.0,0.0,0.0,0.0
2013-06-04,0.0,1.0,0.0,0.0,0.0
2013-06-05,0.0,1.0,0.0,0.0,0.0
2013-06-06,0.0,1.0,0.0,0.0,0.0
2013-06-07,0.0,1.0,0.0,0.0,0.0
2013-06-13,0.0,1.0,0.0,0.0,0.0
2013-06-14,0.0,1.0,0.0,0.0,0.0
2013-06-17,0.0,1.0,0.0,0.0,0.0
2013-06-18,0.0,1.0,0.0,0.0,0.0
2013-06-19,0.0,1.0,0.0,0.0,0.0
2013-06-20,0.0,1.0,0.0,0.0,0.0
2013-06-21,0.0,1.0,0.0,0.0,0.0
2013-06-24,0.0,1.0,0.0,0.0,0.0
2013-06-25,0.0,1.0,0.0,0.0,0.0
2013-06-26,0.0,1.0,0.0,0.0,0.0
2013-06-27,0.0,1.0,0.0,0.0,0.0
2013-06-28,0.0,1.0,0.0,0.0,0.0
2013-07-01,0.0,1.0,0.0,0.0,0.0
2013-07-02,0.0,1.0,0.0,0.0,0.0
2013-07-03,0.0,1.0,0.0,0.0,0.0
2013-07-04,0.0,1.0,0.0,0.0,0.0
2013-07-05,0.0,1.0,0.0,0.0,0.0
2013-07-08,0.0,1.0,0.0,0.0,0.0
2013-07-09,1260.0,1.00126,0.08085851826698359,1.00932,0.08168820000000002
2013-07-10,12360.0,1.01362,0.08119966062232395,1.02768,0.0
2013-07-11,-20160.0,0.99346,0.08490568316791818,1.05072,0.0
2013-07-12,-12810.0,0.98065,0.08421995615153215,1.02999,0.168324
2013-07-15,-810.0,0.97984,0.08354037393860224,1.02066,0.1649112
2013-07-16,-6330.0,0.97351,0.08498433503507925,1.03083,0.0
2013-07-17,8670.0,0.98218,0.08662974200248427,1.059,0.165426
2013-07-18,-330.0,0.98185,0.08709792738198299,1.06443,0.0
2013-07-19,1050.0,0.9829,0.08749170821039781,1.07028,0.0
2013-07-22,4710.0,0.98761,0.08773696094612245,1.07787,0.0
2013-07-23,-10950.0,0.97666,0.08810476522024041,1.07172,0.0
2013-07-24,9660.0,0.98632,0.08757827074377485,1.07466,0.0
2013-07-25,390.0,0.98671,0.08734572468101062,1.07217,0.0
2013-07-26,-8820.0,0.97789,0.08685056601458242,1.05759,0.0
2013-07-29,-9300.0,0.96859,0.08563096872773826,1.03389,0.0
2013-07-30,6090.0,0.97468,0.08483276562564124,1.03104,0.1663278
2013-07-31,-8970.0,0.96571,0.08693386213252426,1.04577,0.0
2013-08-01,-570.0,0.96514,0.08791367055556706,1.0569,0.0
2013-08-02,-9570.0,0.95557,0.08881390165032388,1.05807,0.170655
2013-08-05,5850.0,0.9614199999999999,0.08922052796904578,1.06872,0.0
2013-08-06,-7800.0,0.95362,0.09018435016044127,1.07088,0.171462
2013-08-07,5040.0,0.95866,0.08947739553126238,1.06872,0.0
2013-08-08,-10740.0,0.94792,0.09369841336821673,1.10538,0.0
2013-08-09,-11940.0,0.93598,0.0963975725977051,1.12326,0.178353
2013-08-12,-300.0,0.93568,0.09341527017783859,1.07964,0.176454
2013-08-13,2730.0,0.93841,0.09397054592342366,1.08957,0.1749408
2013-08-14,-1050.0,0.93736,0.09325808654092343,1.08012,0.0
2013-08-15,-7170.0,0.93019,0.09371666003719671,1.07799,0.0
2013-08-16,18630.0,0.94882,0.09229801226786957,1.08066,0.0
2013-08-19,-4530.0,0.94429,0.09294951762700018,1.08369,0.0
2013-08-20,-16170.0,0.9281200000000001,0.09379735379045814,1.07676,0.0
2013-08-21,1530.0,0.92965,0.0938633894476416,1.07913,0.0
2013-08-22,11160.0,0.94081,0.09360327802638152,1.08777,0.0
2013-08-23,6180.0,0.94699,0.0947151501071817,1.10739,0.0
2013-08-26,8370.0,0.95536,0.0953069000167476,1.12332,0.0
2013-08-27,5010.0,0.96037,0.09436956589647741,1.11741,0.0
2013-08-28,1740.0,0.96211,0.09142811113074388,1.08387,0.0
2013-08-29,1500.0,0.96361,0.09107719928186714,1.08117,0.0
2013-08-30,-3210.0,0.9604,0.0909408579758434,1.07628,0.0
2013-09-02,18630.0,0.97903,0.0930507747464327,1.12095,0.0
2013-09-03,1320.0,0.98035,0.09263538532156883,1.11723,0.0
2013-09-04,-7230.0,0.97312,0.0922406280828675,1.10496,0.0
2013-09-05,-1050.0,0.97207,0.0929343565792587,1.11231,0.0
2013-09-06,3390.0,0.97546,0.09244192483546224,1.10982,0.0
2013-09-09,-2820.0,0.97264,0.09320899819049186,1.11624,0.0
2013-09-10,-4980.0,0.96766,0.09246160841617923,1.10202,0.0
2013-09-11,4710.0,0.97237,0.09258790378148236,1.10841,0.0
2013-09-12,-9390.0,0.96298,0.09170595443311387,1.0881,0.0
2013-09-13,-6210.0,0.95677,0.07285575425650889,0.88026,0.15799590000000002
2013-09-16,2820.0,0.9595899999999999,0.07244719098781773,0.87828,0.0
2013-09-17,-2440.0,0.95715,0.07342297445541451,0.88744,0.0
2013-09-18,-540.0,0.95661,0.07477969078307774,0.9031,0.0
2013-09-23,2100.0,0.95871,0.07511969208624089,0.9094,0.0
2013-09-24,2360.0,0.96107,0.07422477030809412,0.90116,0.0
2013-09-25,2880.0,0.96395,0.07401296747756626,0.90164,0.0
2013-09-26,-2580.0,0.9613700000000001,0.07417352320126487,0.90086,0.0
2013-09-27,60.0,0.96143,0.07297504758536762,0.88652,0.0
2013-09-30,-180.0,0.96125,0.07237638491547464,0.87914,0.0
2013-10-08,-10100.0,0.95115,0.0741006150449456,0.88924,0.0
2013-10-09,-3400.0,0.94775,0.07398026905829597,0.88424,0.0
2013-10-10,6160.0,0.95391,0.07313268547347233,0.8806,0.0
2013-10-11,-9200.0,0.94471,0.07436567835632099,0.8856,0.0
2013-10-14,-1580.0,0.94313,0.07613732995451315,0.90482,0.0
2013-10-15,10200.0,0.95333,0.07507599676921949,0.90146,0.1438056
2013-10-16,-3340.0,0.94999,0.074457625869746,0.8914,0.0
2013-10-17,-7860.0,0.94213,0.07418530351437701,0.88186,0.0
2013-10-18,-260.0,0.94187,0.07431344028369097,0.88308,0.140064
2013-10-21,2260.0,0.94413,0.07484541323758381,0.89174,0.0
2013-10-22,2620.0,0.94675,0.07394940586216003,0.88328,0.14117880000000002
2013-10-23,-2380.0,0.94437,0.07312621112487691,0.87166,0.0
2013-10-24,-6880.0,0.93749,0.07317518053525904,0.8649,0.13798080000000001
2013-10-25,11020.0,0.94851,0.07064174336591074,0.84632,0.0
2013-10-28,1320.0,0.94983,0.07048924544392154,0.84584,0.0
2013-10-29,-6720.0,0.94311,0.07084899958647453,0.84332,0.0
2013-10-30,-1980.0,0.94113,0.07125880590354149,0.84614,0.0
2013-10-31,2420.0,0.94355,0.09335944041121298,1.09269,0.1557225
2013-11-01,-420.0,0.94313,0.09368666037555799,1.09611,0.0
2013-11-04,-3390.0,0.93974,0.09475120778087556,1.10295,0.1056105
2013-11-05,-6390.0,0.93335,0.09674312958697168,1.12296,0.07368480000000002
2013-11-06,4770.0,0.93812,0.09110103185093593,1.05441,0.175977
2013-11-07,-2760.0,0.93536,0.09213832107423879,1.06305,0.0
2013-11-08,-2370.0,0.93299,0.091448568580585,1.05198,0.0
2013-11-11,2640.0,0.93563,0.09108023470816455,1.05102,0.0
2013-11-12,7020.0,0.94265,0.09015944412029916,1.04904,0.0
2013-11-13,720.0,0.94337,0.09009317659030923,1.04916,0.0
2013-11-14,-1260.0,0.94211,0.09047669592722718,1.0521,0.0
2013-11-15,1740.0,0.94385,0.08957440271229539,1.04364,0.0
2013-11-18,180.0,0.94403,0.0894689787400824,1.04262,0.0
2013-11-19,1200.0,0.94523,0.08995207515631115,1.04982,0.0
2013-11-20,1410.0,0.94664,0.09060688329248712,1.05933,0.0
2013-11-21,-2040.0,0.9446,0.08978752911285201,1.04709,0.0
2013-11-22,3420.0,0.94802,0.08920982679690304,1.04451,0.0
2013-11-25,5670.0,0.95369,0.08786251297591462,1.03548,0.0
2013-11-26,-2550.0,0.95114,0.08833936118762749,1.03803,0.0
2013-11-27,-6390.0,0.94475,0.08869203492987564,1.03434,0.0
2013-11-28,-6450.0,0.9383,0.09027848236171801,1.04499,0.0
2013-11-29,-720.0,0.93758,0.09161746197657801,1.05831,0.1706046
2013-12-02,-2250.0,0.93533,0.09198058439267426,1.06026,0.0
2013-12-03,-4260.0,0.93107,0.09148442114985983,1.05012,0.0
2013-12-04,-510.0,0.93056,0.09242402424346631,1.06053,0.0
2013-12-05,-6570.0,0.92399,0.09251398824662604,1.0548,0.0
2013-12-06,9510.0,0.9335,0.09155254418853777,1.05339,0.0
2013-12-09,9810.0,0.94331,0.09132268289321645,1.06068,0.0
2013-12-10,-2730.0,0.94058,0.09161230304705609,1.06131,0.0
2013-12-11,-1440.0,0.93914,0.09104233660583087,1.05315,0.0
2013-12-12,15690.0,0.95483,0.09088445063519161,1.06716,0.0
2013-12-13,3990.0,0.95882,0.08898844412924219,1.04847,0.0
2013-12-16,8160.0,0.96698,0.09272921880493909,1.11129,0.17586
2013-12-17,10590.0,0.97757,0.09059259183485582,1.09878,0.0
2013-12-18,7800.0,0.98537,0.08916305550199419,1.09098,0.0
2013-12-19,450.0,0.98582,0.08869174900083181,1.08573,0.0
2013-12-20,-5370.0,0.98045,0.08779050436024276,1.06806,0.0
2013-12-23,8460.0,0.98891,0.08603654528723544,1.05672,0.0
2013-12-24,8700.0,0.99761,0.08488627820490972,1.05282,0.0
2013-12-25,-4110.0,0.9935,0.08545515853044792,1.05501,0.0
2013-12-26,540.0,0.99404,0.08520532372942739,1.05255,0.0
