dt,ru cfr
2015/10/8,1380.0
2015/10/9,1400.0
2015/10/12,1410.0
2015/10/13,1420.0
2015/10/14,1400.0
2015/10/15,1400.0
2015/10/16,1400.0
2015/10/19,1380.0
2015/10/20,1380.0
2015/10/21,1370.0
2015/10/22,1370.0
2015/10/23,1370.0
2015/10/26,1350.0
2015/10/27,1330.0
2015/10/28,1330.0
2015/10/29,1330.0
2015/10/30,1330.0
2015/11/2,1310.0
2015/11/3,1300.0
2015/11/4,1280.0
2015/11/5,1260.0
2015/11/6,1260.0
2015/11/9,1260.0
2015/11/10,1280.0
2015/11/11,1280.0
2015/11/12,1280.0
2015/11/13,1280.0
2015/11/16,1270.0
2015/11/17,1265.0
2015/11/18,1260.0
2015/11/19,1240.0
2015/11/20,1240.0
2015/11/23,1230.0
2015/11/24,1230.0
2015/11/25,1230.0
2015/11/26,1250.0
2015/11/27,1250.0
2015/11/30,1235.0
2015/12/1,1235.0
2015/12/2,1260.0
2015/12/3,1260.0
2015/12/4,1260.0
2015/12/7,1260.0
2015/12/8,1260.0
2015/12/9,1260.0
2015/12/10,1250.0
2015/12/11,1250.0
2015/12/14,1250.0
2015/12/15,1225.0
2015/12/16,1225.0
2015/12/17,1225.0
2015/12/18,1225.0
2015/12/21,1225.0
2015/12/22,1235.0
2015/12/23,1235.0
2015/12/24,1230.0
2015/12/25,1230.0
2015/12/28,1230.0
2015/12/29,1230.0
2015/12/30,1200.0
2015/12/31,1200.0
2016/1/4,1160.0
2016/1/5,1155.0
2016/1/6,1150.0
2016/1/7,1140.0
2016/1/8,1140.0
2016/1/11,1120.0
2016/1/12,1120.0
2016/1/13,1140.0
2016/1/14,1140.0
2016/1/15,1140.0
2016/1/18,1140.0
2016/1/19,1160.0
2016/1/20,1160.0
2016/1/21,1160.0
2016/1/22,1170.0
2016/1/25,1170.0
2016/1/26,1150.0
2016/1/27,1150.0
2016/1/28,1150.0
2016/1/29,1140.0
2016/2/1,1140.0
2016/2/2,1140.0
2016/2/3,1140.0
2016/2/4,1140.0
2016/2/5,1140.0
2016/2/15,1150.0
2016/2/16,1160.0
2016/2/17,1150.0
2016/2/18,1150.0
2016/2/19,1150.0
2016/2/22,1160.0
2016/2/23,1180.0
2016/2/24,1180.0
2016/2/25,1180.0
2016/2/26,1180.0
2016/2/29,1180.0
2016/3/1,1200.0
2016/3/2,1240.0
2016/3/3,1260.0
2016/3/4,1360.0
2016/3/7,1410.0
2016/3/8,1410.0
2016/3/9,1360.0
2016/3/10,1300.0
2016/3/11,1300.0
2016/3/14,1300.0
2016/3/15,1290.0
2016/3/16,1300.0
2016/3/17,1340.0
2016/3/18,1360.0
2016/3/21,1400.0
2016/3/22,1400.0
2016/3/23,1390.0
2016/3/24,1360.0
2016/3/25,1370.0
2016/3/28,1370.0
2016/3/29,1360.0
2016/3/30,1380.0
2016/3/31,1390.0
2016/4/1,1400.0
2016/4/4,1400.0
2016/4/5,1450.0
2016/4/6,1460.0
2016/4/7,1470.0
2016/4/8,1460.0
2016/4/11,1530.0
2016/4/12,1560.0
2016/4/13,1590.0
2016/4/14,1570.0
2016/4/15,1560.0
2016/4/18,1560.0
2016/4/19,1560.0
2016/4/20,1590.0
2016/4/21,1640.0
2016/4/22,1620.0
2016/4/25,1620.0
2016/4/26,1610.0
2016/4/27,1610.0
2016/4/28,1600.0
2016/4/29,1580.0
2016/5/3,1560.0
2016/5/4,1540.0
2016/5/5,1520.0
2016/5/6,1520.0
2016/5/9,1500.0
2016/5/10,1500.0
2016/5/11,1500.0
2016/5/12,1500.0
2016/5/13,1440.0
2016/5/16,1440.0
2016/5/17,1450.0
2016/5/18,1420.0
2016/5/19,1380.0
2016/5/20,1360.0
2016/5/23,1300.0
2016/5/24,1300.0
2016/5/25,1300.0
2016/5/26,1320.0
2016/5/27,1340.0
2016/5/30,1350.0
2016/5/31,1350.0
2016/6/1,1310.0
2016/6/2,1340.0
2016/6/3,1340.0
2016/6/6,1370.0
2016/6/7,1330.0
2016/6/8,1330.0
2016/6/9,1330.0
2016/6/10,1330.0
2016/6/13,1320.0
2016/6/14,1290.0
2016/6/15,1280.0
2016/6/16,1280.0
2016/6/17,1300.0
2016/6/20,1340.0
2016/6/21,1330.0
2016/6/22,1340.0
2016/6/23,1340.0
2016/6/24,1330.0
2016/6/27,1350.0
2016/6/28,1360.0
2016/6/29,1340.0
2016/6/30,1350.0
2016/7/1,1350.0
2016/7/4,1370.0
2016/7/5,1370.0
2016/7/6,1350.0
2016/7/7,1330.0
2016/7/8,1310.0
2016/7/11,1310.0
2016/7/12,1330.0
2016/7/13,1340.0
2016/7/14,1350.0
2016/7/15,1350.0
2016/7/18,1340.0
2016/7/19,1350.0
2016/7/20,1350.0
2016/7/21,1370.0
2016/7/22,1360.0
2016/7/25,1340.0
2016/7/26,1330.0
2016/7/27,1340.0
2016/7/28,1340.0
2016/7/29,1330.0
2016/8/1,1350.0
2016/8/2,1350.0
2016/8/3,1350.0
2016/8/4,1350.0
2016/8/5,1350.0
2016/8/8,1360.0
2016/8/9,1360.0
2016/8/10,1350.0
2016/8/11,1370.0
2016/8/12,1390.0
2016/8/15,1390.0
2016/8/16,1390.0
2016/8/17,1390.0
2016/8/18,1380.0
2016/8/19,1380.0
2016/8/22,1370.0
2016/8/23,1360.0
2016/8/24,1360.0
2016/8/25,1340.0
2016/8/26,1340.0
2016/8/29,1350.0
2016/8/30,1350.0
2016/8/31,1340.0
2016/9/1,1360.0
2016/9/2,1365.0
2016/9/5,1380.0
2016/9/6,1380.0
2016/9/7,1380.0
2016/9/8,1420.0
2016/9/9,1420.0
2016/9/12,1400.0
2016/9/13,1400.0
2016/9/14,1425.0
2016/9/15,1425.0
2016/9/16,1425.0
2016/9/19,1460.0
2016/9/20,1495.0
2016/9/21,1530.0
2016/9/22,1555.0
2016/9/23,1555.0
2016/9/26,1555.0
2016/9/27,1535.0
2016/9/28,1520.0
2016/9/29,1510.0
2016/9/30,1500.0
2016/10/3,1500.0
2016/10/4,1500.0
2016/10/5,1500.0
2016/10/6,1500.0
2016/10/7,1500.0
2016/10/10,1610.0
2016/10/11,1660.0
2016/10/12,1640.0
2016/10/13,1630.0
2016/10/14,1640.0
2016/10/17,1640.0
2016/10/18,1640.0
2016/10/19,1585.0
2016/10/20,1580.0
2016/10/21,1570.0
2016/10/24,1600.0
2016/10/25,1600.0
2016/10/26,1600.0
2016/10/27,1620.0
2016/10/28,1620.0
2016/10/31,1620.0
2016/11/1,1620.0
2016/11/2,1590.0
2016/11/3,1590.0
2016/11/4,1590.0
2016/11/7,1630.0
2016/11/8,1705.0
2016/11/9,1705.0
2016/11/10,1750.0
2016/11/11,1790.0
2016/11/14,1730.0
2016/11/15,1730.0
2016/11/16,1800.0
2016/11/17,1815.0
2016/11/18,1790.0
2016/11/21,1865.0
2016/11/22,1880.0
2016/11/23,1860.0
2016/11/24,1860.0
2016/11/25,1860.0
2016/11/28,1880.0
2016/11/29,1860.0
2016/11/30,1765.0
2016/12/1,1780.0
2016/12/2,1780.0
2016/12/5,1860.0
2016/12/6,1860.0
2016/12/7,1885.0
2016/12/8,1880.0
2016/12/9,1885.0
2016/12/12,1980.0
2016/12/13,2105.0
2016/12/14,2135.0
2016/12/15,2190.0
2016/12/16,2190.0
2016/12/19,2115.0
2016/12/20,2050.0
2016/12/21,2090.0
2016/12/22,2050.0
2016/12/23,2050.0
2016/12/26,2010.0
2016/12/27,2010.0
2016/12/28,2010.0
2016/12/29,2050.0
2016/12/30,2045.0
2017/1/3,2085.0
2017/1/4,2115.0
2017/1/5,2115.0
2017/1/6,2095.0
2017/1/9,2170.0
2017/1/10,2210.0
2017/1/11,2260.0
2017/1/12,2310.0
2017/1/13,2310.0
2017/1/16,2420.0
2017/1/17,2345.0
2017/1/18,2345.0
2017/1/19,2325.0
2017/1/20,2325.0
2017/1/23,2260.0
2017/1/24,2260.0
2017/1/25,2260.0
2017/1/26,2260.0
2017/1/27,2260.0
2017/2/6,2340.0
2017/2/7,2360.0
2017/2/8,2400.0
2017/2/9,2370.0
2017/2/10,2370.0
2017/2/13,2440.0
2017/2/14,2460.0
2017/2/15,2430.0
2017/2/16,2380.0
2017/2/17,2325.0
2017/2/20,2325.0
2017/2/21,2325.0
2017/2/22,2305.0
2017/2/23,2220.0
2017/2/24,2200.0
2017/2/27,2170.0
2017/2/28,2150.0
2017/3/1,2170.0
2017/3/2,2170.0
2017/3/3,2190.0
2017/3/6,2190.0
2017/3/7,2170.0
2017/3/8,2110.0
2017/3/9,2070.0
2017/3/10,2090.0
2017/3/13,2090.0
2017/3/14,2090.0
2017/3/15,2090.0
2017/3/16,2105.0
2017/3/17,2185.0
2017/3/20,2165.0
2017/3/21,2100.0
2017/3/22,2030.0
2017/3/23,2020.0
2017/3/24,2010.0
2017/3/27,1940.0
2017/3/28,1960.0
2017/3/29,1980.0
2017/3/30,1940.0
2017/3/31,1940.0
2017/4/3,1940.0
2017/4/4,1940.0
2017/4/5,1975.0
2017/4/6,1975.0
2017/4/7,1975.0
2017/4/10,1845.0
2017/4/11,1785.0
2017/4/12,1705.0
2017/4/13,1725.0
2017/4/14,1725.0
2017/4/17,1705.0
2017/4/18,1665.0
2017/4/19,1615.0
2017/4/20,1635.0
2017/4/21,1695.0
2017/4/24,1675.0
2017/4/25,1695.0
2017/4/26,1690.0
2017/4/27,1680.0
2017/4/28,1690.0
2017/5/2,1720.0
2017/5/3,1700.0
2017/5/4,1640.0
2017/5/5,1590.0
2017/5/8,1570.0
2017/5/9,1590.0
2017/5/10,1590.0
2017/5/11,1610.0
2017/5/12,1610.0
2017/5/15,1620.0
2017/5/16,1670.0
2017/5/17,1690.0
2017/5/18,1620.0
2017/5/19,1620.0
2017/5/22,1670.0
2017/5/23,1690.0
2017/5/24,1650.0
2017/5/25,1640.0
2017/5/26,1620.0
2017/5/29,1620.0
2017/5/30,1620.0
2017/5/31,1550.0
2017/6/1,1550.0
2017/6/2,1550.0
2017/6/5,1550.0
2017/6/6,1530.0
2017/6/7,1510.0
2017/6/8,1510.0
2017/6/9,1510.0
2017/6/12,1510.0
2017/6/13,1490.0
2017/6/14,1560.0
2017/6/15,1560.0
2017/6/16,1590.0
2017/6/19,1530.0
2017/6/20,1530.0
2017/6/21,1510.0
2017/6/22,1495.0
2017/6/23,1505.0
2017/6/26,1530.0
2017/6/27,1560.0
2017/6/28,1590.0
2017/6/29,1630.0
2017/6/30,1630.0
2017/7/3,1640.0
2017/7/4,1570.0
2017/7/5,1570.0
2017/7/6,1570.0
2017/7/7,1570.0
2017/7/10,1570.0
2017/7/11,1590.0
2017/7/12,1630.0
2017/7/13,1610.0
2017/7/14,1630.0
2017/7/17,1640.0
2017/7/18,1640.0
2017/7/19,1690.0
2017/7/20,1690.0
2017/7/21,1680.0
2017/7/24,1650.0
2017/7/25,1680.0
2017/7/26,1670.0
2017/7/27,1670.0
2017/7/28,1670.0
2017/7/31,1590.0
2017/8/1,1590.0
2017/8/2,1580.0
2017/8/3,1580.0
2017/8/4,1620.0
2017/8/7,1660.0
2017/8/8,1660.0
2017/8/9,1700.0
2017/8/10,1680.0
2017/8/11,1640.0
2017/8/14,1640.0
2017/8/15,1640.0
2017/8/16,1670.0
2017/8/17,1690.0
2017/8/18,1690.0
2017/8/21,1690.0
2017/8/22,1700.0
2017/8/23,1710.0
2017/8/24,1710.0
2017/8/25,1730.0
2017/8/28,1730.0
2017/8/29,1710.0
2017/8/30,1710.0
2017/8/31,1740.0
2017/9/1,1740.0
2017/9/4,1820.0
2017/9/5,1830.0
2017/9/6,1830.0
2017/9/7,1830.0
2017/9/8,1820.0
2017/9/11,1815.0
2017/9/12,1835.0
2017/9/13,1840.0
2017/9/14,1820.0
2017/9/15,1820.0
