date,date,specific_contract,last_trade_date,HIGH,OI,DEALNUM,VOLUME,SETTLE,LOW,CLOSE,OPEN,contract_issue_date,switch_contract,remain_days
2015-04-17,2015-04-17,IH1505.CFE,2015-05-15,3341.6,37853.0,,271224.0,3280.8,3238.0,3254.0,3303.6,2015-04-16,True,28 days 00:00:00.000000000
2015-04-20,2015-04-20,IH1505.CFE,2015-05-15,3315.0,37975.0,,267213.0,3176.8,3143.6,3146.8,3258.0,2015-04-16,False,25 days 00:00:00.000000000
2015-04-21,2015-04-21,IH1505.CFE,2015-05-15,3242.2,37771.0,,239311.0,3211.2,3153.0,3234.0,3176.8,2015-04-16,False,24 days 00:00:00.000000000
2015-04-22,2015-04-22,IH1505.CFE,2015-05-15,3333.2,42623.0,,239676.0,3309.6,3229.8,3308.0,3250.0,2015-04-16,False,23 days 00:00:00.000000000
2015-04-23,2015-04-23,IH1505.CFE,2015-05-15,3348.2,39573.0,,246929.0,3273.2,3253.4,3267.8,3318.6,2015-04-16,False,22 days 00:00:00.000000000
2015-04-24,2015-04-24,IH1505.CFE,2015-05-15,3267.8,36034.0,,224297.0,3236.6,3170.0,3233.0,3248.8,2015-04-16,False,21 days 00:00:00.000000000
2015-04-27,2015-04-27,IH1505.CFE,2015-05-15,3358.0,45698.0,,259172.0,3326.4,3257.8,3357.6,3260.0,2015-04-16,False,18 days 00:00:00.000000000
2015-04-28,2015-04-28,IH1505.CFE,2015-05-15,3376.0,36374.0,,329692.0,3287.0,3265.0,3286.8,3339.0,2015-04-16,False,17 days 00:00:00.000000000
2015-04-29,2015-04-29,IH1505.CFE,2015-05-15,3325.6,39968.0,,242567.0,3301.6,3261.0,3295.2,3282.0,2015-04-16,False,16 days 00:00:00.000000000
2015-04-30,2015-04-30,IH1505.CFE,2015-05-15,3331.2,41181.0,,202408.0,3275.4,3247.2,3269.4,3315.2,2015-04-16,False,15 days 00:00:00.000000000
2015-05-04,2015-05-04,IH1505.CFE,2015-05-15,3301.8,40335.0,,189061.0,3269.4,3225.8,3273.2,3295.8,2015-04-16,False,11 days 00:00:00.000000000
2015-05-05,2015-05-05,IH1505.CFE,2015-05-15,3281.6,38274.0,,217674.0,3165.8,3141.2,3163.0,3279.6,2015-04-16,False,10 days 00:00:00.000000000
2015-05-06,2015-05-06,IH1505.CFE,2015-05-15,3257.4,36206.0,,261933.0,3149.0,3116.0,3153.0,3171.2,2015-04-16,False,9 days 00:00:00.000000000
2015-05-07,2015-05-07,IH1505.CFE,2015-05-15,3170.0,40498.0,,234619.0,3128.4,3103.0,3111.2,3159.6,2015-04-16,False,8 days 00:00:00.000000000
2015-05-08,2015-05-08,IH1505.CFE,2015-05-15,3149.0,37887.0,,215483.0,3099.2,3051.2,3099.8,3131.0,2015-04-16,False,7 days 00:00:00.000000000
2015-05-11,2015-05-11,IH1505.CFE,2015-05-15,3170.4,30050.0,,201465.0,3160.8,3078.0,3160.0,3112.0,2015-04-16,False,4 days 00:00:00.000000000
2015-05-12,2015-05-12,IH1505.CFE,2015-05-15,3194.6,23176.0,,189729.0,3173.4,3138.0,3175.0,3151.0,2015-04-16,False,3 days 00:00:00.000000000
2015-05-13,2015-05-13,IH1505.CFE,2015-05-15,3204.8,17535.0,,165986.0,3129.4,3112.4,3125.4,3200.0,2015-04-16,False,2 days 00:00:00.000000000
2015-05-14,2015-05-14,IH1506.CFE,2015-06-19,3165.0,24276.0,,130846.0,3111.6,3095.6,3113.4,3148.0,2015-04-16,True,36 days 00:00:00.000000000
2015-05-15,2015-05-15,IH1506.CFE,2015-06-19,3129.8,29113.0,,202862.0,3077.6,3021.0,3041.4,3115.2,2015-04-16,False,35 days 00:00:00.000000000
2015-05-18,2015-05-18,IH1506.CFE,2015-06-19,3049.0,30409.0,,177652.0,2983.0,2962.0,2969.4,3033.6,2015-04-16,False,32 days 00:00:00.000000000
2015-05-19,2015-05-19,IH1506.CFE,2015-06-19,3145.6,32724.0,,295536.0,3113.4,2971.2,3143.0,2973.4,2015-04-16,False,31 days 00:00:00.000000000
2015-05-20,2015-05-20,IH1506.CFE,2015-06-19,3217.0,41966.0,,288447.0,3157.0,3102.2,3145.2,3163.0,2015-04-16,False,30 days 00:00:00.000000000
2015-05-21,2015-05-21,IH1506.CFE,2015-06-19,3200.2,44675.0,,259112.0,3175.4,3139.8,3191.4,3157.0,2015-04-16,False,29 days 00:00:00.000000000
2015-05-22,2015-05-22,IH1506.CFE,2015-06-19,3310.0,49710.0,,323497.0,3274.6,3194.0,3303.0,3200.0,2015-04-16,False,28 days 00:00:00.000000000
2015-05-25,2015-05-25,IH1506.CFE,2015-06-19,3435.4,58985.0,,294392.0,3404.6,3280.0,3413.6,3298.6,2015-04-16,False,25 days 00:00:00.000000000
2015-05-26,2015-05-26,IH1506.CFE,2015-06-19,3458.0,60316.0,,346109.0,3430.4,3377.8,3417.8,3426.0,2015-04-16,False,24 days 00:00:00.000000000
2015-05-27,2015-05-27,IH1506.CFE,2015-06-19,3507.0,58323.0,,342601.0,3388.8,3351.8,3396.8,3453.8,2015-04-16,False,23 days 00:00:00.000000000
2015-05-28,2015-05-28,IH1506.CFE,2015-06-19,3419.0,47345.0,,385437.0,3189.2,3121.2,3164.6,3411.6,2015-04-16,False,22 days 00:00:00.000000000
2015-05-29,2015-05-29,IH1506.CFE,2015-06-19,3194.8,37538.0,,371616.0,3109.2,3060.6,3118.6,3179.4,2015-04-16,False,21 days 00:00:00.000000000
2015-06-01,2015-06-01,IH1506.CFE,2015-06-19,3340.4,41622.0,,344357.0,3314.2,3086.6,3336.0,3100.0,2015-04-16,False,18 days 00:00:00.000000000
